0	0	
0	0	
-3.2821e-13	-3.2821e-13	
-1.64152e-12	-1.64152e-12	
-1.44974e-11	-1.44974e-11	
-4.11544e-11	-4.11544e-11	
-8.77968e-11	-8.77968e-11	
-1.66021e-10	-1.66021e-10	
-2.90297e-10	-2.90297e-10	
-4.6823e-10	-4.6823e-10	
-7.51262e-10	-7.51262e-10	
-1.14362e-09	-1.14362e-09	
-1.64523e-09	-1.64523e-09	
-2.28065e-09	-2.28065e-09	
-3.07151e-09	-3.07151e-09	
-4.22028e-09	-4.22028e-09	
-5.5857e-09	-5.5857e-09	
-7.20648e-09	-7.20648e-09	
-9.11143e-09	-9.11143e-09	
-1.13092e-08	-1.13092e-08	
-1.38503e-08	-1.38503e-08	
-1.68535e-08	-1.68535e-08	
-2.04057e-08	-2.04057e-08	
-2.43817e-08	-2.43817e-08	
-2.91961e-08	-2.91961e-08	
-3.47106e-08	-3.47106e-08	
-4.09904e-08	-4.09904e-08	
-4.88956e-08	-4.88956e-08	
-5.69296e-08	-5.69296e-08	
-6.68465e-08	-6.68465e-08	
-7.82733e-08	-7.82733e-08	
-9.08865e-08	-9.08865e-08	
-1.05169e-07	-1.05169e-07	
-1.20812e-07	-1.20812e-07	
-1.38502e-07	-1.38502e-07	
-1.58263e-07	-1.58263e-07	
-1.79091e-07	-1.79091e-07	
-2.02258e-07	-2.02258e-07	
-2.27916e-07	-2.27916e-07	
-2.55674e-07	-2.55674e-07	
-2.8623e-07	-2.8623e-07	
-3.18901e-07	-3.18901e-07	
-3.54687e-07	-3.54687e-07	
-3.93757e-07	-3.93757e-07	
-4.36284e-07	-4.36284e-07	
-4.81605e-07	-4.81605e-07	
-5.34591e-07	-5.34591e-07	
-5.87459e-07	-5.87459e-07	
-6.4786e-07	-6.4786e-07	
-7.0652e-07	-7.0652e-07	
-7.71988e-07	-7.71988e-07	
-8.43788e-07	-8.43788e-07	
-9.1878e-07	-9.1878e-07	
-9.95697e-07	-9.95697e-07	
-1.076e-06	-1.076e-06	
-1.16179e-06	-1.16179e-06	
-1.25328e-06	-1.25328e-06	
-1.34282e-06	-1.34282e-06	
-1.44262e-06	-1.44262e-06	
-1.55124e-06	-1.55124e-06	
-1.66634e-06	-1.66634e-06	
-1.7854e-06	-1.7854e-06	
-1.91139e-06	-1.91139e-06	
-2.04224e-06	-2.04224e-06	
-2.18045e-06	-2.18045e-06	
-2.32623e-06	-2.32623e-06	
-2.47631e-06	-2.47631e-06	
-2.63169e-06	-2.63169e-06	
-2.79535e-06	-2.79535e-06	
-2.96352e-06	-2.96352e-06	
-3.14045e-06	-3.14045e-06	
-3.32203e-06	-3.32203e-06	
-3.48938e-06	-3.48938e-06	
