0	0	
0	0	
0	0	
1.48285e-11	1.48285e-11	
5.83663e-11	5.83663e-11	
1.09546e-10	1.09546e-10	
3.00319e-10	3.00319e-10	
4.58278e-10	4.58278e-10	
9.37715e-10	9.37715e-10	
2.08084e-09	2.08084e-09	
3.23512e-09	3.23512e-09	
5.66553e-09	5.66553e-09	
8.5783e-09	8.5783e-09	
1.28794e-08	1.28794e-08	
1.86015e-08	1.86015e-08	
2.69539e-08	2.69539e-08	
3.79069e-08	3.79069e-08	
4.85081e-08	4.85081e-08	
6.70762e-08	6.70762e-08	
8.66256e-08	8.66256e-08	
1.05352e-07	1.05352e-07	
1.35809e-07	1.35809e-07	
1.66236e-07	1.66236e-07	
2.01016e-07	2.01016e-07	
2.3971e-07	2.3971e-07	
2.92531e-07	2.92531e-07	
3.42857e-07	3.42857e-07	
4.08377e-07	4.08377e-07	
4.72099e-07	4.72099e-07	
5.51482e-07	5.51482e-07	
6.30434e-07	6.30434e-07	
7.27941e-07	7.27941e-07	
8.34825e-07	8.34825e-07	
9.51496e-07	9.51496e-07	
1.07836e-06	1.07836e-06	
1.21582e-06	1.21582e-06	
1.38938e-06	1.38938e-06	
1.56119e-06	1.56119e-06	
1.69891e-06	1.69891e-06	
1.86046e-06	1.86046e-06	
2.02509e-06	2.02509e-06	
2.23243e-06	2.23243e-06	
2.42128e-06	2.42128e-06	
2.61619e-06	2.61619e-06	
2.81669e-06	2.81669e-06	
3.03688e-06	3.03688e-06	
3.21611e-06	3.21611e-06	
3.39637e-06	3.39637e-06	
3.64193e-06	3.64193e-06	
3.84236e-06	3.84236e-06	
4.04972e-06	4.04972e-06	
4.32072e-06	4.32072e-06	
4.46849e-06	4.46849e-06	
4.70507e-06	4.70507e-06	
4.85754e-06	4.85754e-06	
5.09129e-06	5.09129e-06	
5.25757e-06	5.25757e-06	
5.41631e-06	5.41631e-06	
5.57681e-06	5.57681e-06	
5.78271e-06	5.78271e-06	
5.94734e-06	5.94734e-06	
6.12592e-06	6.12592e-06	
6.18099e-06	6.18099e-06	
6.35079e-06	6.35079e-06	
6.39805e-06	6.39805e-06	
6.57158e-06	6.57158e-06	
6.61093e-06	6.61093e-06	
6.78884e-06	6.78884e-06	
6.82023e-06	6.82023e-06	
6.84731e-06	6.84731e-06	
7.03285e-06	7.03285e-06	
7.05202e-06	7.05202e-06	
7.06702e-06	7.06702e-06	
7.28259e-06	7.28259e-06	
7.28976e-06	7.28976e-06	
7.29294e-06	7.29294e-06	
7.49964e-06	7.49964e-06	
7.49501e-06	7.49501e-06	
7.4866e-06	7.4866e-06	
7.55208e-06	7.55208e-06	
7.7239e-06	7.7239e-06	
7.78762e-06	7.78762e-06	
