0	0	
-1.61075e-13	-1.61075e-13	
-1.23811e-12	-1.23811e-12	
4.3751e-11	4.3751e-11	
2.95061e-10	2.95061e-10	
7.34366e-10	7.34366e-10	
1.91246e-09	1.91246e-09	
3.85285e-09	3.85285e-09	
7.16647e-09	7.16647e-09	
1.42389e-08	1.42389e-08	
2.32459e-08	2.32459e-08	
3.54725e-08	3.54725e-08	
5.69447e-08	5.69447e-08	
8.60434e-08	8.60434e-08	
1.23823e-07	1.23823e-07	
1.76446e-07	1.76446e-07	
2.48795e-07	2.48795e-07	
3.29718e-07	3.29718e-07	
4.45593e-07	4.45593e-07	
5.74347e-07	5.74347e-07	
7.51575e-07	7.51575e-07	
9.46109e-07	9.46109e-07	
1.16836e-06	1.16836e-06	
1.44648e-06	1.44648e-06	
1.76281e-06	1.76281e-06	
2.11942e-06	2.11942e-06	
2.52664e-06	2.52664e-06	
2.97963e-06	2.97963e-06	
3.48026e-06	3.48026e-06	
4.0418e-06	4.0418e-06	
4.61804e-06	4.61804e-06	
5.2426e-06	5.2426e-06	
6.02479e-06	6.02479e-06	
6.82274e-06	6.82274e-06	
7.6878e-06	7.6878e-06	
8.68304e-06	8.68304e-06	
9.68538e-06	9.68538e-06	
1.06979e-05	1.06979e-05	
1.17788e-05	1.17788e-05	
1.293e-05	1.293e-05	
1.41535e-05	1.41535e-05	
1.54406e-05	1.54406e-05	
1.68144e-05	1.68144e-05	
1.82665e-05	1.82665e-05	
1.96793e-05	1.96793e-05	
2.08932e-05	2.08932e-05	
2.24264e-05	2.24264e-05	
2.38707e-05	2.38707e-05	
2.57182e-05	2.57182e-05	
2.73091e-05	2.73091e-05	
2.89827e-05	2.89827e-05	
3.06812e-05	3.06812e-05	
3.20739e-05	3.20739e-05	
3.36882e-05	3.36882e-05	
3.53784e-05	3.53784e-05	
3.7354e-05	3.7354e-05	
3.88859e-05	3.88859e-05	
4.07697e-05	4.07697e-05	
4.20812e-05	4.20812e-05	
4.32234e-05	4.32234e-05	
4.46404e-05	4.46404e-05	
4.55942e-05	4.55942e-05	
4.70219e-05	4.70219e-05	
4.82446e-05	4.82446e-05	
4.93196e-05	4.93196e-05	
5.0442e-05	5.0442e-05	
5.15726e-05	5.15726e-05	
5.22978e-05	5.22978e-05	
5.2964e-05	5.2964e-05	
5.36177e-05	5.36177e-05	
5.47832e-05	5.47832e-05	
5.49239e-05	5.49239e-05	
5.54872e-05	5.54872e-05	
5.61569e-05	5.61569e-05	
5.682e-05	5.682e-05	
5.68359e-05	5.68359e-05	
5.74884e-05	5.74884e-05	
5.74439e-05	5.74439e-05	
5.79463e-05	5.79463e-05	
