0	0	0	0	0	-0.454981	0.326478	0.178034	
9.15883e-14	9.15883e-14	-1.37549e-05	-1.66205e-05	2.00593e-06	-0.454981	0.326477	0.178034	
3.39348e-13	3.39348e-13	-5.7753e-06	-5.66508e-06	1.35565e-06	-0.454981	0.326478	0.178034	
-1.32727e-12	-1.32727e-12	-2.50393e-05	1.11733e-05	3.02462e-05	-0.454982	0.326479	0.178035	
-1.45612e-11	-1.45612e-11	-5.55979e-05	3.76803e-05	0.000127946	-0.454984	0.32648	0.17804	
-5.13629e-11	-5.13629e-11	-7.40919e-05	5.39978e-05	0.000198964	-0.454985	0.326481	0.178044	
-1.1941e-10	-1.1941e-10	-7.86928e-05	5.82253e-05	0.000232863	-0.454985	0.326481	0.178046	
-2.3861e-10	-2.3861e-10	-8.54093e-05	6.45827e-05	0.000278067	-0.454986	0.326482	0.178049	
-4.53303e-10	-4.53303e-10	-0.000101037	7.81462e-05	0.000331561	-0.454987	0.326483	0.178053	
-7.78871e-10	-7.78871e-10	-0.000106894	8.37374e-05	0.000373255	-0.454987	0.326483	0.178055	
-1.20445e-09	-1.20445e-09	-0.000122842	8.05167e-05	0.000427961	-0.454988	0.326483	0.178059	
-1.88234e-09	-1.88234e-09	-0.00012041	9.63329e-05	0.000465947	-0.454988	0.326484	0.178062	
-2.87212e-09	-2.87212e-09	-0.000134692	0.000108675	0.000511356	-0.454989	0.326485	0.178065	
-4.14571e-09	-4.14571e-09	-0.000136389	0.0001108	0.00053238	-0.45499	0.326485	0.178067	
-5.82357e-09	-5.82357e-09	-0.000143752	0.000117428	0.000581252	-0.45499	0.326486	0.178071	
-7.89387e-09	-7.89387e-09	-0.000145674	0.000118642	0.000599588	-0.454991	0.326486	0.178073	
-1.06191e-08	-1.06191e-08	-0.000143509	0.00012898	0.000630113	-0.454991	0.326487	0.178076	
-1.3991e-08	-1.3991e-08	-0.000163207	0.000133763	0.000670068	-0.454992	0.326487	0.178079	
-1.78911e-08	-1.78911e-08	-0.000159796	0.000131483	0.000704187	-0.454992	0.326487	0.178082	
-2.2942e-08	-2.2942e-08	-0.000175428	0.000144766	0.000754475	-0.454993	0.326488	0.178086	
-2.85463e-08	-2.85463e-08	-0.00018874	0.000139198	0.000794804	-0.454994	0.326488	0.17809	
-3.59025e-08	-3.59025e-08	-0.000188359	0.000157343	0.000846191	-0.454995	0.32649	0.178094	
-4.41765e-08	-4.41765e-08	-0.000205758	0.000155303	0.00090993	-0.454996	0.32649	0.178099	
-5.41514e-08	-5.41514e-08	-0.000215038	0.000164231	0.00097093	-0.454997	0.326491	0.178104	
-6.68145e-08	-6.68145e-08	-0.00021651	0.000183132	0.0010293	-0.454997	0.326492	0.178109	
-8.11398e-08	-8.11398e-08	-0.000237985	0.000184685	0.00111322	-0.454999	0.326492	0.178115	
-9.90655e-08	-9.90655e-08	-0.000240868	0.000205091	0.00117958	-0.455	0.326494	0.178121	
-1.19042e-07	-1.19042e-07	-0.000261406	0.0002058	0.00125772	-0.455001	0.326494	0.178128	
-1.43258e-07	-1.43258e-07	-0.000281727	0.000223675	0.00134116	-0.455003	0.326496	0.178134	
-1.71287e-07	-1.71287e-07	-0.00029267	0.000233985	0.00141309	-0.455004	0.326497	0.178141	
-2.05327e-07	-2.05327e-07	-0.000298034	0.000256508	0.00149457	-0.455005	0.326498	0.178148	
-2.42706e-07	-2.42706e-07	-0.000319239	0.000257531	0.00157578	-0.455006	0.326499	0.178155	
-2.86972e-07	-2.86972e-07	-0.000321289	0.000277429	0.00163782	-0.455007	0.3265	0.178161	
-3.34568e-07	-3.34568e-07	-0.000338734	0.000274782	0.00169862	-0.455009	0.326501	0.178168	
-3.88431e-07	-3.88431e-07	-0.00035035	0.000285419	0.00177027	-0.45501	0.326502	0.178175	
-4.48118e-07	-4.48118e-07	-0.000356361	0.000291635	0.00181222	-0.455011	0.326503	0.178181	
-5.17037e-07	-5.17037e-07	-0.000356983	0.000309647	0.00186545	-0.455012	0.326504	0.178187	
-5.89215e-07	-5.89215e-07	-0.00036847	0.000302323	0.00188999	-0.455013	0.326504	0.178192	
-6.68924e-07	-6.68924e-07	-0.000376077	0.000309608	0.00194081	-0.455014	0.326505	0.178199	
-7.57362e-07	-7.57362e-07	-0.000386257	0.000318906	0.00200256	-0.455016	0.326507	0.178206	
-8.5704e-07	-8.5704e-07	-0.000389741	0.000333577	0.00206223	-0.455016	0.326508	0.178213	
-9.65111e-07	-9.65111e-07	-0.000407992	0.00033794	0.00213508	-0.455018	0.326509	0.178221	
-1.08359e-06	-1.08359e-06	-0.000416944	0.000346148	0.00218994	-0.455019	0.32651	0.178228	
-1.21307e-06	-1.21307e-06	-0.000425552	0.00035404	0.00224268	-0.455021	0.326511	0.178235	
-1.35595e-06	-1.35595e-06	-0.000438414	0.000365641	0.00232091	-0.455022	0.326512	0.178244	
-1.51715e-06	-1.51715e-06	-0.000441038	0.000385392	0.00238238	-0.455023	0.326514	0.178251	
-1.68793e-06	-1.68793e-06	-0.000461328	0.00038547	0.00245581	-0.455025	0.326515	0.17826	
