0	0	0	250	
0	0	0	250	
0	0	0	250	
-7.38207e-11	-7.38207e-11	1.2496e-10	250	
-4.04699e-10	-4.04699e-10	1.59594e-09	250	
-6.79174e-10	-6.79174e-10	4.09384e-09	250	
-1.78624e-09	-1.78624e-09	8.2905e-09	250	
-2.4504e-09	-2.4504e-09	1.37299e-08	250	
-4.41703e-09	-4.41703e-09	2.25304e-08	250	
-7.91033e-09	-7.91033e-09	3.14173e-08	250	
-1.02662e-08	-1.02662e-08	4.36154e-08	250	
-1.73853e-08	-1.73853e-08	5.8158e-08	250	
-2.36195e-08	-2.36195e-08	7.38937e-08	250	
-3.13094e-08	-3.13094e-08	9.09065e-08	250	
-4.10753e-08	-4.10753e-08	1.08943e-07	250	
-5.23087e-08	-5.23087e-08	1.28223e-07	250	
-6.55648e-08	-6.55648e-08	1.48301e-07	250	
-8.18193e-08	-8.18193e-08	1.69415e-07	250	
-9.98142e-08	-9.98142e-08	1.91078e-07	250	
-1.24788e-07	-1.24788e-07	2.17481e-07	250	
-1.50012e-07	-1.50012e-07	2.43813e-07	250	
-1.83028e-07	-1.83028e-07	2.74129e-07	250	
-2.20778e-07	-2.20778e-07	3.08428e-07	250	
-2.63609e-07	-2.63609e-07	3.46295e-07	250	
-3.20627e-07	-3.20627e-07	3.92491e-07	250	
-3.85308e-07	-3.85308e-07	4.46233e-07	250	
-4.55371e-07	-4.55371e-07	5.06501e-07	250	
-5.3666e-07	-5.3666e-07	5.72857e-07	250	
-6.27099e-07	-6.27099e-07	6.44585e-07	250	
-7.11776e-07	-7.11776e-07	7.13701e-07	250	
-8.03958e-07	-8.03958e-07	7.80567e-07	250	
-9.22761e-07	-9.22761e-07	8.52906e-07	250	
-1.05264e-06	-1.05264e-06	9.29924e-07	250	
-1.18843e-06	-1.18843e-06	1.01055e-06	250	
-1.3416e-06	-1.3416e-06	1.0945e-06	249.999	
-1.50726e-06	-1.50726e-06	1.18115e-06	249.999	
-1.57604e-06	-1.57604e-06	1.26133e-06	249.999	
-1.85064e-06	-1.85064e-06	1.34455e-06	249.999	
-2.05535e-06	-2.05535e-06	1.42968e-06	249.999	
-2.13504e-06	-2.13504e-06	1.50708e-06	249.999	
-2.46374e-06	-2.46374e-06	1.58786e-06	249.999	
-2.6679e-06	-2.6679e-06	1.6603e-06	249.999	
-2.8946e-06	-2.8946e-06	1.72694e-06	249.999	
-3.15862e-06	-3.15862e-06	1.79721e-06	249.999	
-3.50438e-06	-3.50438e-06	1.88011e-06	249.999	
-3.81527e-06	-3.81527e-06	1.96434e-06	249.999	
-4.12822e-06	-4.12822e-06	2.04843e-06	249.999	
-4.29592e-06	-4.29592e-06	2.13213e-06	249.999	
-4.8442e-06	-4.8442e-06	2.21589e-06	249.999	
-4.95182e-06	-4.95182e-06	2.28848e-06	249.999	
-5.56011e-06	-5.56011e-06	2.36183e-06	249.999	
-5.9785e-06	-5.9785e-06	2.43513e-06	249.999	
-6.15493e-06	-6.15493e-06	2.50896e-06	249.999	
-6.86171e-06	-6.86171e-06	2.58228e-06	249.999	
-7.33944e-06	-7.33944e-06	2.65508e-06	249.999	
-7.55476e-06	-7.55476e-06	2.72683e-06	249.999	
-8.34118e-06	-8.34118e-06	2.79733e-06	249.999	
-8.56685e-06	-8.56685e-06	2.86712e-06	249.999	
-9.33498e-06	-9.33498e-06	2.92334e-06	249.999	
-9.44207e-06	-9.44207e-06	2.96773e-06	249.999	
-9.94142e-06	-9.94142e-06	3.00283e-06	249.999	
-1.0772e-05	-1.0772e-05	3.02916e-06	249.999	
-1.09051e-05	-1.09051e-05	3.04954e-06	249.999	
-1.14167e-05	-1.14167e-05	3.06327e-06	249.999	
-1.1944e-05	-1.1944e-05	3.07257e-06	249.999	
-1.26562e-05	-1.26562e-05	3.08968e-06	249.998	
-1.32164e-05	-1.32164e-05	3.10142e-06	249.998	
-1.37927e-05	-1.37927e-05	3.10743e-06	249.998	
-1.45786e-05	-1.45786e-05	3.12142e-06	249.998	
-1.51385e-05	-1.51385e-05	3.12974e-06	249.998	
-1.58176e-05	-1.58176e-05	3.13365e-06	249.998	
-1.64615e-05	-1.64615e-05	3.13337e-06	249.998	
-1.77491e-05	-1.77491e-05	3.12852e-06	249.998	
-1.71235e-05	-1.71235e-05	3.12411e-06	249.998	
-1.84985e-05	-1.84985e-05	3.11586e-06	249.998	
-1.85702e-05	-1.85702e-05	3.10693e-06	249.998	
-1.97694e-05	-1.97694e-05	3.08292e-06	249.998	
-2.05202e-05	-2.05202e-05	3.06023e-06	249.998	
-2.04965e-05	-2.04965e-05	3.03992e-06	249.999	
-2.18093e-05	-2.18093e-05	3.00629e-06	249.999	
-2.18408e-05	-2.18408e-05	2.97767e-06	249.999	
-2.26704e-05	-2.26704e-05	2.95034e-06	249.999	
-2.31851e-05	-2.31851e-05	2.9145e-06	249.999	
-2.40563e-05	-2.40563e-05	2.88207e-06	249.999	
-2.59342e-05	-2.59342e-05	2.85082e-06	249.999	
-2.5542e-05	-2.5542e-05	2.81373e-06	249.999	
-2.60917e-05	-2.60917e-05	2.76956e-06	249.999	
-2.66515e-05	-2.66515e-05	2.72058e-06	249.999	
-2.73244e-05	-2.73244e-05	2.66716e-06	249.999	
-2.74783e-05	-2.74783e-05	2.60159e-06	249.999	
-2.77414e-05	-2.77414e-05	2.52661e-06	249.999	
-2.8007e-05	-2.8007e-05	2.44426e-06	249.999	
-2.78058e-05	-2.78058e-05	2.34806e-06	249.999	
-2.79603e-05	-2.79603e-05	2.25071e-06	249.999	
-2.82401e-05	-2.82401e-05	2.15403e-06	249.999	
-2.8524e-05	-2.8524e-05	2.05771e-06	249.999	
-2.82803e-05	-2.82803e-05	1.95491e-06	249.999	
-2.8441e-05	-2.8441e-05	1.85538e-06	249.999	
-2.81798e-05	-2.81798e-05	1.75239e-06	249.999	
-2.79122e-05	-2.79122e-05	1.64791e-06	249.999	
