0	0	0	250	
-6.44285e-13	-6.44285e-13	7.8407e-11	250	
-4.95232e-12	-4.95232e-12	1.39129e-10	250	
-1.33304e-10	-1.33304e-10	4.70149e-10	250	
-8.48752e-10	-8.48752e-10	3.921e-09	250	
-2.25531e-09	-2.25531e-09	1.42285e-08	250	
-3.98718e-09	-3.98718e-09	2.57715e-08	250	
-7.45871e-09	-7.45871e-09	4.32148e-08	250	
-1.19285e-08	-1.19285e-08	6.72684e-08	250	
-1.88879e-08	-1.88879e-08	1.03016e-07	250	
-2.88953e-08	-2.88953e-08	1.4474e-07	250	
-3.78059e-08	-3.78059e-08	1.93286e-07	250	
-5.40635e-08	-5.40635e-08	2.47838e-07	250	
-7.23614e-08	-7.23614e-08	3.09691e-07	250	
-9.29698e-08	-9.29698e-08	3.76236e-07	250	
-1.23862e-07	-1.23862e-07	4.47524e-07	250	
-1.51616e-07	-1.51616e-07	5.17027e-07	250	
-1.83342e-07	-1.83342e-07	5.84947e-07	250	
-2.23037e-07	-2.23037e-07	6.58149e-07	250	
-2.48773e-07	-2.48773e-07	7.21581e-07	250	
-3.14385e-07	-3.14385e-07	7.98111e-07	250	
-3.77634e-07	-3.77634e-07	8.8679e-07	250	
-4.30726e-07	-4.30726e-07	9.85677e-07	250	
-5.42357e-07	-5.42357e-07	1.11208e-06	250	
-6.18411e-07	-6.18411e-07	1.25281e-06	249.999	
-7.43395e-07	-7.43395e-07	1.42694e-06	249.999	
-9.14738e-07	-9.14738e-07	1.6318e-06	249.999	
-1.04351e-06	-1.04351e-06	1.86506e-06	249.999	
-1.23625e-06	-1.23625e-06	2.13594e-06	249.999	
-1.43148e-06	-1.43148e-06	2.42695e-06	249.999	
-1.66339e-06	-1.66339e-06	2.75105e-06	249.999	
-1.90451e-06	-1.90451e-06	3.08911e-06	249.999	
-2.24528e-06	-2.24528e-06	3.45751e-06	249.999	
-2.48509e-06	-2.48509e-06	3.84511e-06	249.998	
-2.87137e-06	-2.87137e-06	4.2401e-06	249.998	
-3.29967e-06	-3.29967e-06	4.65413e-06	249.998	
-3.67024e-06	-3.67024e-06	5.06605e-06	249.998	
-3.98017e-06	-3.98017e-06	5.47677e-06	249.998	
-4.39287e-06	-4.39287e-06	5.88423e-06	249.997	
-4.84233e-06	-4.84233e-06	6.28878e-06	249.997	
-5.3111e-06	-5.3111e-06	6.6889e-06	249.997	
-5.86296e-06	-5.86296e-06	7.10721e-06	249.997	
-6.3924e-06	-6.3924e-06	7.51524e-06	249.997	
-6.96485e-06	-6.96485e-06	7.91535e-06	249.996	
-7.60991e-06	-7.60991e-06	8.33004e-06	249.996	
-8.29223e-06	-8.29223e-06	8.75464e-06	249.996	
-9.01267e-06	-9.01267e-06	9.18621e-06	249.996	
-9.83694e-06	-9.83694e-06	9.64409e-06	249.996	
-1.06549e-05	-1.06549e-05	1.01029e-05	249.995	
-1.15518e-05	-1.15518e-05	1.05802e-05	249.995	
-1.25141e-05	-1.25141e-05	1.10762e-05	249.995	
-1.35248e-05	-1.35248e-05	1.1584e-05	249.995	
-1.46506e-05	-1.46506e-05	1.21268e-05	249.994	
-1.58547e-05	-1.58547e-05	1.26959e-05	249.994	
-1.70187e-05	-1.70187e-05	1.32619e-05	249.994	
-1.81309e-05	-1.81309e-05	1.37922e-05	249.994	
-1.92886e-05	-1.92886e-05	1.42921e-05	249.993	
-2.03775e-05	-2.03775e-05	1.4736e-05	249.993	
-2.17481e-05	-2.17481e-05	1.51903e-05	249.993	
-2.3174e-05	-2.3174e-05	1.56483e-05	249.993	
-2.46561e-05	-2.46561e-05	1.6108e-05	249.992	
-2.58083e-05	-2.58083e-05	1.64801e-05	249.992	
-2.7254e-05	-2.7254e-05	1.68378e-05	249.992	
-2.87501e-05	-2.87501e-05	1.71804e-05	249.992	
-3.00133e-05	-3.00133e-05	1.745e-05	249.992	
-3.14827e-05	-3.14827e-05	1.76882e-05	249.992	
-3.31313e-05	-3.31313e-05	1.79276e-05	249.991	
-3.48332e-05	-3.48332e-05	1.81654e-05	249.991	
-3.63951e-05	-3.63951e-05	1.8373e-05	249.991	
-3.78501e-05	-3.78501e-05	1.85257e-05	249.991	
-3.95025e-05	-3.95025e-05	1.86598e-05	249.991	
-4.07094e-05	-4.07094e-05	1.87807e-05	249.991	
-4.24544e-05	-4.24544e-05	1.8887e-05	249.991	
-4.49002e-05	-4.49002e-05	1.898e-05	249.991	
-4.67424e-05	-4.67424e-05	1.90632e-05	249.991	
-4.86975e-05	-4.86975e-05	1.91362e-05	249.991	
-5.03686e-05	-5.03686e-05	1.917e-05	249.991	
-5.21487e-05	-5.21487e-05	1.91742e-05	249.991	
-5.36808e-05	-5.36808e-05	1.91231e-05	249.991	
-5.52457e-05	-5.52457e-05	1.90285e-05	249.991	
-5.71569e-05	-5.71569e-05	1.8927e-05	249.991	
-5.87881e-05	-5.87881e-05	1.8791e-05	249.991	
-5.96186e-05	-5.96186e-05	1.86329e-05	249.991	
-6.09735e-05	-6.09735e-05	1.84257e-05	249.991	
-6.11016e-05	-6.11016e-05	1.82114e-05	249.991	
-6.42754e-05	-6.42754e-05	1.79584e-05	249.991	
-6.53173e-05	-6.53173e-05	1.76529e-05	249.991	
-6.49871e-05	-6.49871e-05	1.73368e-05	249.991	
-6.68966e-05	-6.68966e-05	1.70361e-05	249.992	
-6.80962e-05	-6.80962e-05	1.66981e-05	249.992	
-6.9759e-05	-6.9759e-05	1.6361e-05	249.992	
-7.13412e-05	-7.13412e-05	1.60245e-05	249.992	
