0	0	0.325724	0.325724	0	
-3.81699e-10	-3.81699e-10	0.325724	0.325724	-6.66e-07	
1.02648e-10	1.02648e-10	0.325724	0.325724	-4.65667e-06	
-1.1308e-08	-1.1308e-08	0.325724	0.325724	-1.26234e-05	
-5.06936e-08	-5.06936e-08	0.325724	0.325724	-2.45501e-05	
-1.05738e-07	-1.05738e-07	0.325724	0.325724	-4.0421e-05	
-1.51472e-07	-1.51472e-07	0.325724	0.325724	-6.02202e-05	
-2.55907e-07	-2.55907e-07	0.325724	0.325724	-8.39316e-05	
-3.14218e-07	-3.14218e-07	0.325723	0.325723	-0.00011154	
-4.694e-07	-4.694e-07	0.325723	0.325723	-0.000143028	
-6.44696e-07	-6.44696e-07	0.325723	0.325723	-0.000178381	
-8.43424e-07	-8.43424e-07	0.325722	0.325722	-0.000217584	
-1.09088e-06	-1.09088e-06	0.325722	0.325722	-0.000260619	
-1.16701e-06	-1.16701e-06	0.325721	0.325721	-0.000307472	
-1.47119e-06	-1.47119e-06	0.32572	0.32572	-0.000358126	
-1.79516e-06	-1.79516e-06	0.32572	0.32572	-0.000412567	
-2.07758e-06	-2.07758e-06	0.325719	0.325719	-0.000470777	
-2.16902e-06	-2.16902e-06	0.325718	0.325718	-0.000532743	
-2.44571e-06	-2.44571e-06	0.325716	0.325716	-0.000598447	
-2.12686e-06	-2.12686e-06	0.325715	0.325715	-0.000667874	
-2.56628e-06	-2.56628e-06	0.325714	0.325714	-0.000741009	
-2.5828e-06	-2.5828e-06	0.325712	0.325712	-0.000817837	
-3.29427e-06	-3.29427e-06	0.32571	0.32571	-0.00089834	
-4.08373e-06	-4.08373e-06	0.325708	0.325708	-0.000982505	
-5.19774e-06	-5.19774e-06	0.325706	0.325706	-0.00107031	
-4.49265e-06	-4.49265e-06	0.325704	0.325704	-0.00116175	
-5.75376e-06	-5.75376e-06	0.325701	0.325701	-0.00125681	
-6.04441e-06	-6.04441e-06	0.325698	0.325698	-0.00135546	
-8.00473e-06	-8.00473e-06	0.325696	0.325696	-0.0014577	
-9.59963e-06	-9.59963e-06	0.325692	0.325692	-0.0015635	
-1.16977e-05	-1.16977e-05	0.325689	0.325689	-0.00167286	
-1.24162e-05	-1.24162e-05	0.325686	0.325686	-0.00178576	
-1.08637e-05	-1.08637e-05	0.325682	0.325682	-0.00190217	
-1.31904e-05	-1.31904e-05	0.325678	0.325678	-0.0020221	
-1.44409e-05	-1.44409e-05	0.325673	0.325673	-0.00214551	
-1.61393e-05	-1.61393e-05	0.325669	0.325669	-0.0022724	
-1.6271e-05	-1.6271e-05	0.325664	0.325664	-0.00240275	
-1.34635e-05	-1.34635e-05	0.325659	0.325659	-0.00253655	
-1.27266e-05	-1.27266e-05	0.325654	0.325654	-0.00267378	
-1.44938e-05	-1.44938e-05	0.325648	0.325648	-0.00281442	
-1.36323e-05	-1.36323e-05	0.325642	0.325642	-0.00295846	
-1.53632e-05	-1.53632e-05	0.325636	0.325636	-0.00310589	
-9.70349e-06	-9.70349e-06	0.325629	0.325629	-0.00325668	
-1.4659e-05	-1.4659e-05	0.325622	0.325622	-0.00341083	
-9.01976e-06	-9.01976e-06	0.325615	0.325615	-0.00356832	
-6.07156e-06	-6.07156e-06	0.325608	0.325608	-0.00372913	
1.26835e-06	1.26835e-06	0.3256	0.3256	-0.00389326	
3.832e-06	3.832e-06	0.325592	0.325592	-0.00406067	
8.93219e-06	8.93219e-06	0.325584	0.325584	-0.00423137	
1.1719e-05	1.1719e-05	0.325575	0.325575	-0.00440533	
1.9338e-05	1.9338e-05	0.325566	0.325566	-0.00458254	
2.31481e-05	2.31481e-05	0.325556	0.325556	-0.00476298	
2.90696e-05	2.90696e-05	0.325546	0.325546	-0.00494664	
3.34206e-05	3.34206e-05	0.325536	0.325536	-0.00513351	
4.46138e-05	4.46138e-05	0.325525	0.325525	-0.00532357	
4.983e-05	4.983e-05	0.325514	0.325514	-0.0055168	
5.09289e-05	5.09289e-05	0.325503	0.325503	-0.00571319	
5.91522e-05	5.91522e-05	0.325491	0.325491	-0.00591272	
6.16305e-05	6.16305e-05	0.325479	0.325479	-0.00611539	
8.33532e-05	8.33532e-05	0.325466	0.325466	-0.00632117	
8.95323e-05	8.95323e-05	0.325453	0.325453	-0.00653005	
