0	0	0.352871	0.352871	0	
-3.81699e-10	-3.81699e-10	0.352871	0.352871	-6.66e-07	
1.02648e-10	1.02648e-10	0.352871	0.352871	-4.65667e-06	
2.67556e-10	2.67556e-10	0.352871	0.352871	-1.26234e-05	
2.72337e-08	2.72337e-08	0.352871	0.352871	-2.45501e-05	
6.62811e-08	6.62811e-08	0.352871	0.352871	-4.0421e-05	
1.2256e-07	1.2256e-07	0.352871	0.352871	-6.02202e-05	
2.0754e-07	2.0754e-07	0.35287	0.35287	-8.39316e-05	
3.86658e-07	3.86658e-07	0.35287	0.35287	-0.00011154	
7.14465e-07	7.14465e-07	0.35287	0.35287	-0.000143028	
1.13282e-06	1.13282e-06	0.35287	0.35287	-0.000178381	
1.69027e-06	1.69027e-06	0.352869	0.352869	-0.000217584	
2.49937e-06	2.49937e-06	0.352869	0.352869	-0.000260619	
3.4873e-06	3.4873e-06	0.352868	0.352868	-0.000307472	
4.84974e-06	4.84974e-06	0.352867	0.352867	-0.000358126	
6.50705e-06	6.50705e-06	0.352866	0.352866	-0.000412567	
8.38072e-06	8.38072e-06	0.352865	0.352865	-0.000470777	
1.05541e-05	1.05541e-05	0.352864	0.352864	-0.000532743	
1.33548e-05	1.33548e-05	0.352863	0.352863	-0.000598447	
1.68189e-05	1.68189e-05	0.352862	0.352862	-0.000667874	
2.07034e-05	2.07034e-05	0.35286	0.35286	-0.000741009	
2.50177e-05	2.50177e-05	0.352859	0.352859	-0.000817837	
3.02848e-05	3.02848e-05	0.352857	0.352857	-0.00089834	
3.60151e-05	3.60151e-05	0.352855	0.352855	-0.000982505	
4.17122e-05	4.17122e-05	0.352853	0.352853	-0.00107031	
4.91939e-05	4.91939e-05	0.352851	0.352851	-0.00116175	
5.65023e-05	5.65023e-05	0.352848	0.352848	-0.00125681	
6.44201e-05	6.44201e-05	0.352845	0.352845	-0.00135546	
7.36321e-05	7.36321e-05	0.352842	0.352842	-0.0014577	
8.26596e-05	8.26596e-05	0.352839	0.352839	-0.0015635	
9.30931e-05	9.30931e-05	0.352836	0.352836	-0.00167286	
0.00010415	0.00010415	0.352832	0.352832	-0.00178576	
0.00011485	0.00011485	0.352829	0.352829	-0.00190217	
0.00012597	0.00012597	0.352825	0.352825	-0.0020221	
